permit_type,permit_type_desc,permit_num,permit_class_mapped,permit_class,work_class,condominium,project_name,description,property_legal_description,applied_date,issued_date,day_issued,calendar_year_issued,fiscal_year_issued,issuance_method,status_current,status_date,expires_date,completed_date,original_address_1,original_city,original_state,original_zip,latitude,longitude,location
BP,Building Permit,2017-003037 BP,Residential,Demolition,Demolition,No,2006 NEW YORK AVE,Complete demolition of existing singlefamily residence   RESIDENTIAL DEMOLITION,LOT 3 BLK 15 OLT 58 DIV B FOSTER SUBD,10/7/16,10/3/17,TUESDAY,2017,2018,Permit Center,Final,8/29/18,8/29/18,8/29/18,2006 NEW YORK AVE,EAST AUSTIN,TX,78702,30.27314581,-97.71822698,"(30.27314581, -97.71822698)"
BP,Building Permit,2017-003095 BP,Commercial,Renovations/Remodel,Interior Demo Non-Structural,No,1133 E 11TH ST,Interior nonstructural demolition to a commercial with ZERO ASBESTOS,LOT 6 BLK 7 OLT 23 DIV B ROBERTSON GEO L SUBD,1/10/17,1/10/17,TUESDAY,2017,2017,Permit Center,Final,4/19/17,4/19/17,4/19/17,1133 E 11TH ST,EAST AUSTIN,TX,78702,30.26856428,-97.72811023,"(30.26856428, -97.72811023)"
EP,Electrical Permit,2017-002972 EP,Residential,Single Family Houses,New,No,1102 DELANO ST,New single family residential  2 stories and attic 3 bedrooms 25 baths 2 car parking,LOT 12 BLK 2 GREEN VALLEY NO 1 TITLE CANCELLED TO REAL ESTATE,9/26/16,1/25/17,WEDNESDAY,2017,2017,Permit Center,Final,5/29/18,5/29/18,5/29/18,1102 DELANO ST,EAST AUSTIN,TX,78721,30.27151725,-97.67928384,"(30.27151725, -97.67928384)"
MP,Mechanical Permit,2017-002972 MP,Residential,Single Family Houses,New,No,1102 DELANO ST,New single family residential  2 stories and attic 3 bedrooms 25 baths 2 car parking,LOT 12 BLK 2 GREEN VALLEY NO 1 TITLE CANCELLED TO REAL ESTATE,9/26/16,1/23/18,TUESDAY,2018,2018,Permit Center,Final,6/28/18,6/28/18,6/28/18,1102 DELANO ST,EAST AUSTIN,TX,78721,30.27151725,-97.67928384,"(30.27151725, -97.67928384)"
PP,Plumbing Permit,2017-002972 PP,Residential,Single Family Houses,New,No,1102 DELANO ST,New single family residential  2 stories and attic 3 bedrooms 25 baths 2 car parking,LOT 12 BLK 2 GREEN VALLEY NO 1 TITLE CANCELLED TO REAL ESTATE,9/26/16,4/28/17,FRIDAY,2017,2017,Permit Center,Final,6/28/18,6/28/18,6/28/18,1102 DELANO ST,EAST AUSTIN,TX,78721,30.27151725,-97.67928384,"(30.27151725, -97.67928384)"
EP,Electrical Permit,2017-002973 EP,Residential,Residential,New,No,1102 DELANO ST,New secondary dwelling  2 stories 2 bedrooms 2 bath,LOT 12 BLK 2 GREEN VALLEY NO 1 TITLE CANCELLED TO REAL ESTATE,9/26/16,1/25/17,WEDNESDAY,2017,2017,Permit Center,Final,5/29/18,5/29/18,5/29/18,1102 DELANO ST,EAST AUSTIN,TX,78721,30.27151725,-97.67928384,"(30.27151725, -97.67928384)"
MP,Mechanical Permit,2017-002973 MP,Residential,Residential,New,No,1102 DELANO ST,New secondary dwelling  2 stories 2 bedrooms 2 bath,LOT 12 BLK 2 GREEN VALLEY NO 1 TITLE CANCELLED TO REAL ESTATE,9/26/16,10/3/17,TUESDAY,2017,2018,Permit Center,Final,6/28/18,6/28/18,6/28/18,1102 DELANO ST,EAST AUSTIN,TX,78721,30.27151725,-97.67928384,"(30.27151725, -97.67928384)"
PP,Plumbing Permit,2017-002973 PP,Residential,Residential,New,No,1102 DELANO ST,New secondary dwelling  2 stories 2 bedrooms 2 bath,LOT 12 BLK 2 GREEN VALLEY NO 1 TITLE CANCELLED TO REAL ESTATE,9/26/16,4/28/17,FRIDAY,2017,2017,Permit Center,Final,6/28/18,6/28/18,6/28/18,1102 DELANO ST,EAST AUSTIN,TX,78721,30.27151725,-97.67928384,"(30.27151725, -97.67928384)"
BP,Building Permit,2017-003212 BP,Commercial,Renovations/Remodel,Remodel,No,2815 MANOR RD UNIT 202,Change Of Use from Office Warehouse to Office and Interior Remodel,LOT 2 LESS N 10FT BLK 3 OLT 48 DIV B AUSTIN HEIGHTS,10/13/16,1/12/17,THURSDAY,2017,2017,Permit Center,Final,9/27/18,9/6/18,9/6/18,2815 MANOR RD UNIT 202,EAST AUSTIN,TX,78722,30.28515345,-97.71120852,"(30.28515345, -97.71120852)"
EP,Electrical Permit,2017-003212 EP,Commercial,Renovations/Remodel,Remodel,No,2815 MANOR RD UNIT D,Change Of Use from Office Warehouse to Office and Interior Remodel,LOT 2 LESS N 10FT BLK 3 OLT 48 DIV B AUSTIN HEIGHTS,10/13/16,2/22/17,WEDNESDAY,2017,2017,Permit Center,Final,9/27/18,9/20/17,9/20/17,2815 MANOR RD UNIT 202,EAST AUSTIN,TX,78722,30.28515345,-97.71120852,"(30.28515345, -97.71120852)"
MP,Mechanical Permit,2017-003212 MP,Commercial,Renovations/Remodel,Remodel,No,2815 MANOR RD UNIT 203,Change Of Use from Office Warehouse to Office and Interior Remodel,LOT 2 LESS N 10FT BLK 3 OLT 48 DIV B AUSTIN HEIGHTS,10/13/16,3/30/17,THURSDAY,2017,2017,Permit Center,Final,9/27/18,1/30/18,5/11/17,2815 MANOR RD UNIT 202,EAST AUSTIN,TX,78722,30.28515345,-97.71120852,"(30.28515345, -97.71120852)"
PP,Plumbing Permit,2017-003212 PP,Commercial,Renovations/Remodel,Remodel,No,2815 MANOR RD UNIT D,Change Of Use from Office Warehouse to Office and Interior Remodel,LOT 2 LESS N 10FT BLK 3 OLT 48 DIV B AUSTIN HEIGHTS,10/13/16,1/17/17,TUESDAY,2017,2017,Permit Center,Final,9/27/18,1/30/18,5/23/17,2815 MANOR RD UNIT 202,EAST AUSTIN,TX,78722,30.28515345,-97.71120852,"(30.28515345, -97.71120852)"
BP,Building Permit,2017-003225 BP,Commercial,Renovations/Remodel,Remodel,No,2400 E CESAR CHAVEZ ST Unit 102,Change of Use from Auto Repair to Limited Warehouseing  Distribution Limited Warehousing,LOTS 26  OLT 26 DIV O ALFF ADDN  LOT 6 LESS N 125 FT  LOT 89 OLT 26 DIV O UNIVERSITY OF SAN ANTONIO SUBD,7/25/16,1/12/17,THURSDAY,2017,2017,Permit Center,Final,3/28/17,3/28/17,3/28/17,2400 E CESAR CHAVEZ ST UNIT 102,EAST AUSTIN,TX,78702,30.25486028,-97.71762923,"(30.25486028, -97.71762923)"
EP,Electrical Permit,2017-003225 EP,Commercial,Renovations/Remodel,Remodel,No,2400 E CESAR CHAVEZ ST Unit 102,Change of Use from Auto Repair to Limited Warehouseing  Distribution Limited Warehousing,LOTS 26  OLT 26 DIV O ALFF ADDN  LOT 6 LESS N 125 FT  LOT 89 OLT 26 DIV O UNIVERSITY OF SAN ANTONIO SUBD,7/25/16,1/13/17,FRIDAY,2017,2017,Permit Center,Final,3/15/17,3/15/17,3/15/17,2400 E CESAR CHAVEZ ST UNIT 102,EAST AUSTIN,TX,78702,30.25486028,-97.71762923,"(30.25486028, -97.71762923)"
MP,Mechanical Permit,2017-003225 MP,Commercial,Renovations/Remodel,Remodel,No,2400 E CESAR CHAVEZ ST UNIT 102,Change of Use from Auto Repair to Limited Warehouseing  Distribution Limited Warehousing,LOTS 26  OLT 26 DIV O ALFF ADDN  LOT 6 LESS N 125 FT  LOT 89 OLT 26 DIV O UNIVERSITY OF SAN ANTONIO SUBD,7/25/16,1/17/17,TUESDAY,2017,2017,Permit Center,Final,3/10/17,3/10/17,3/10/17,2400 E CESAR CHAVEZ ST UNIT 102,EAST AUSTIN,TX,78702,30.25486028,-97.71762923,"(30.25486028, -97.71762923)"
PP,Plumbing Permit,2017-003225 PP,Commercial,Renovations/Remodel,Remodel,No,2400 E CESAR CHAVEZ ST UNIT 102,Change of Use from Auto Repair to Limited Warehouseing  Distribution Limited Warehousing,LOTS 26  OLT 26 DIV O ALFF ADDN  LOT 6 LESS N 125 FT  LOT 89 OLT 26 DIV O UNIVERSITY OF SAN ANTONIO SUBD,7/25/16,1/17/17,TUESDAY,2017,2017,Permit Center,Final,3/20/17,3/20/17,3/20/17,2400 E CESAR CHAVEZ ST UNIT 102,EAST AUSTIN,TX,78702,30.25486028,-97.71762923,"(30.25486028, -97.71762923)"
BP,Building Permit,2017-003250 BP,Residential,Renovations/Remodel,Addition and Remodel,No,86 NAVASOTA ST,Partial demointerior remodel  Add insulation change out windows  Addreplace toilet vanity and shower  Change out kitchen cabinets and appliances  Replace siding,S73 FT OF LOT 30 OLT 33 DIV O CANTERBURY SQUARE,11/23/16,1/11/17,WEDNESDAY,2017,2017,Permit Center,Final,8/2/17,8/2/17,8/2/17,86 NAVASOTA ST,EAST AUSTIN,TX,78702,30.25818121,-97.73119742,"(30.25818121, -97.73119742)"
EP,Electrical Permit,2017-003250 EP,Residential,Renovations/Remodel,Addition and Remodel,No,86 NAVASOTA ST,Partial demointerior remodel  Add insulation change out windows  Addreplace toilet vanity and shower  Change out kitchen cabinets and appliances  Replace siding,S73 FT OF LOT 30 OLT 33 DIV O CANTERBURY SQUARE,11/23/16,3/3/17,FRIDAY,2017,2017,Permit Center,Final,7/21/17,7/21/17,7/21/17,86 NAVASOTA ST,EAST AUSTIN,TX,78702,30.25818121,-97.73119742,"(30.25818121, -97.73119742)"
MP,Mechanical Permit,2017-003250 MP,Residential,Renovations/Remodel,Addition and Remodel,No,86 NAVASOTA ST,Partial demointerior remodel  Add insulation change out windows  Addreplace toilet vanity and shower  Change out kitchen cabinets and appliances  Replace siding,S73 FT OF LOT 30 OLT 33 DIV O CANTERBURY SQUARE,11/23/16,3/9/17,THURSDAY,2017,2017,Permit Center,Final,7/27/17,7/27/17,7/27/17,86 NAVASOTA ST,EAST AUSTIN,TX,78702,30.25818121,-97.73119742,"(30.25818121, -97.73119742)"
PP,Plumbing Permit,2017-003250 PP,Residential,Renovations/Remodel,Addition and Remodel,No,86 NAVASOTA ST,Partial demointerior remodel  Add insulation change out windows  Addreplace toilet vanity and shower  Change out kitchen cabinets and appliances  Replace siding,S73 FT OF LOT 30 OLT 33 DIV O CANTERBURY SQUARE,11/23/16,3/22/17,WEDNESDAY,2017,2017,Permit Center,Final,7/28/17,7/28/17,7/28/17,86 NAVASOTA ST,EAST AUSTIN,TX,78702,30.25818121,-97.73119742,"(30.25818121, -97.73119742)"
MP,Mechanical Permit,2017-003288 MP,Commercial,Commercial,Repair,No,2708 E CESAR CHAVEZ ST,New Construction 2958sf Restaurant  Number Stove Hood Type 1 Installed  2 Number Stove Hood Type 2 Installed  2,1289AC OF OLT 28 DIVISION O,9/11/15,1/19/17,THURSDAY,2017,2017,Permit Center,Final,5/23/17,5/23/17,5/23/17,2708 E CESAR CHAVEZ ST,EAST AUSTIN,TX,78702,30.25343423,-97.71352404,"(30.25343423, -97.71352404)"
BP,Building Permit,2017-003485 BP,Residential,Renovations/Remodel,Repair,No,2009 E 8TH ST,Repairstabilize foundation on existing structure  Changesincreases to the footprint of the structure are not permitted  Foundation must remain of the same type as the original ie pierandbeam cannot be switched to a slab or viceversa,LOT 2 OLT 89 DIV B MORSE FRED C,1/11/17,1/11/17,WEDNESDAY,2017,2017,Permit Center,Final,5/5/17,5/5/17,5/5/17,2009 E 8TH ST,EAST AUSTIN,TX,78702,30.26270585,-97.71986265,"(30.26270585, -97.71986265)"
BP,Building Permit,2017-003502 BP,Residential,Renovations/Remodel,Repair,No,2310 CANTERBURY ST,Repairstabilize foundation on existing structure  Changesincreases to the footprint of the structure are not permitted  Foundation must remain of the same type as the original ie pierandbeam cannot be switched to a slab or viceversa Replace side door reroof home electical repair,44 X 140 FT OLT 40 DIVISION O,1/11/17,1/11/17,WEDNESDAY,2017,2017,Permit Center,Final,5/1/17,5/1/17,5/1/17,2310 CANTERBURY ST,EAST AUSTIN,TX,78702,30.25340849,-97.71926526,"(30.25340849, -97.71926526)"
EP,Electrical Permit,2017-003502 EP,Residential,Renovations/Remodel,Repair,No,2310 CANTERBURY ST,Repairstabilize foundation on existing structure  Changesincreases to the footprint of the structure are not permitted  Foundation must remain of the same type as the original ie pierandbeam cannot be switched to a slab or viceversa Replace side door reroof home electical repair,44 X 140 FT OLT 40 DIVISION O,1/11/17,3/20/17,MONDAY,2017,2017,Permit Center,Final,3/22/17,3/22/17,3/22/17,2310 CANTERBURY ST,EAST AUSTIN,TX,78702,30.25340849,-97.71926526,"(30.25340849, -97.71926526)"
BP,Building Permit,2017-003508 BP,Residential,Renovations/Remodel,Repair,No,2312 CANTERBURY ST,Repairstabilize foundation on existing structure  Changesincreases to the footprint of the structure are not permitted  Foundation must remain of the same type as the original ie pierandbeam cannot be switched to a slab or viceversa Replace front door electical repairupgrade electrical add washer and dryer recepticles install smoke alarms install fanlight in bathroom replace GFCI in bathroom and kitchen tub to shower conversion install siding replace windows size for size,44 X 140 FT OLT 40 DIVISION O,1/11/17,1/11/17,WEDNESDAY,2017,2017,Permit Center,Final,8/9/17,8/9/17,8/9/17,2312 CANTERBURY ST,EAST AUSTIN,TX,78702,30.25333456,-97.71914688,"(30.25333456, -97.71914688)"
EP,Electrical Permit,2017-003508 EP,Residential,Renovations/Remodel,Repair,No,2312 CANTERBURY ST,Repairstabilize foundation on existing structure  Changesincreases to the footprint of the structure are not permitted  Foundation must remain of the same type as the original ie pierandbeam cannot be switched to a slab or viceversa Replace front door electical repairupgrade electrical add washer and dryer recepticles install smoke alarms install fanlight in bathroom replace GFCI in bathroom and kitchen tub to shower conversion install siding replace windows size for size,44 X 140 FT OLT 40 DIVISION O,1/11/17,3/20/17,MONDAY,2017,2017,Permit Center,Final,8/8/17,4/26/17,4/26/17,2312 CANTERBURY ST,EAST AUSTIN,TX,78702,30.25333456,-97.71914688,"(30.25333456, -97.71914688)"
PP,Plumbing Permit,2017-003508 PP,Residential,Renovations/Remodel,Repair,No,2312 CANTERBURY ST,Repairstabilize foundation on existing structure  Changesincreases to the footprint of the structure are not permitted  Foundation must remain of the same type as the original ie pierandbeam cannot be switched to a slab or viceversa Replace front door electical repairupgrade electrical add washer and dryer recepticles install smoke alarms install fanlight in bathroom replace GFCI in bathroom and kitchen tub to shower conversion install siding replace windows size for size,44 X 140 FT OLT 40 DIVISION O,1/11/17,3/2/17,THURSDAY,2017,2017,Permit Center,Final,8/8/17,5/5/17,5/5/17,2312 CANTERBURY ST,EAST AUSTIN,TX,78702,30.25333456,-97.71914688,"(30.25333456, -97.71914688)"
PP,Plumbing Permit,2017-003529 PP,Commercial,Commercial,Fireline,No,1023 SPRINGDALE RD,Installation of undergorund water and wastewater utility lines and fireline for commercial bldg,LOT 1 BLK A 1023 SUBD,1/11/17,1/12/17,THURSDAY,2017,2017,Online,Final,4/6/18,4/6/18,4/6/18,1023 SPRINGDALE RD,EAST AUSTIN,TX,78721,30.26766034,-97.69348674,"(30.26766034, -97.69348674)"
BP,Building Permit,2017-003601 BP,Residential,Renovations/Remodel,Addition and Remodel,No,2314 SANTA RITA ST,Partial demo for addition and carport roof must be removed to meet total building coverage max 40 Additionremodel of Second floor master Suite bed and bath add and additional 3rd floor office with balcony,LOT 1 BLK 3 OLT 10 DIV O INDUSTRIAL ADDN,10/12/16,10/10/17,TUESDAY,2017,2018,Permit Center,Final,6/21/19,6/21/19,6/21/19,2314 SANTA RITA ST,EAST AUSTIN,TX,78702,30.25722372,-97.71767292,"(30.25722372, -97.71767292)"
EP,Electrical Permit,2017-003601 EP,Residential,Renovations/Remodel,Addition and Remodel,No,2314 SANTA RITA ST,Partial demo for addition and carport roof must be removed to meet total building coverage max 40  Addition of 3rd floor office with balcony  Per inspector Full house being remodeled,LOT 1 BLK 3 OLT 10 DIV O INDUSTRIAL ADDN,10/12/16,12/14/18,FRIDAY,2018,2019,Permit Center,Final,6/13/19,6/13/19,6/13/19,2314 SANTA RITA ST,EAST AUSTIN,TX,78702,30.25722372,-97.71767292,"(30.25722372, -97.71767292)"
MP,Mechanical Permit,2017-003601 MP,Residential,Renovations/Remodel,Addition and Remodel,No,2314 SANTA RITA ST,Partial demo for addition and carport roof must be removed to meet total building coverage max 40 Additionremodel of Second floor master Suite bed and bath add and additional 3rd floor office with balcony,LOT 1 BLK 3 OLT 10 DIV O INDUSTRIAL ADDN,10/12/16,4/19/18,THURSDAY,2018,2018,Permit Center,Final,6/21/19,6/21/19,6/21/19,2314 SANTA RITA ST,EAST AUSTIN,TX,78702,30.25722372,-97.71767292,"(30.25722372, -97.71767292)"
PP,Plumbing Permit,2017-003601 PP,Residential,Renovations/Remodel,Addition and Remodel,No,2314 SANTA RITA ST,Partial demo for addition and carport roof must be removed to meet total building coverage max 40 Additionremodel of Second floor master Suite bed and bath add and additional 3rd floor office with balcony,LOT 1 BLK 3 OLT 10 DIV O INDUSTRIAL ADDN,10/12/16,8/6/18,MONDAY,2018,2018,Permit Center,Final,6/21/19,6/21/19,6/21/19,2314 SANTA RITA ST,EAST AUSTIN,TX,78702,30.25722372,-97.71767292,"(30.25722372, -97.71767292)"
BP,Building Permit,2017-003603 BP,Residential,Single Family Houses,New,No,1107 ESTES AVE,new 325 2 story residence,LOT 13 BLK 7 GREEN VALLEY NO 2,11/7/16,2/8/17,WEDNESDAY,2017,2017,Permit Center,Final,11/16/17,11/16/17,11/16/17,1107 ESTES AVE,EAST AUSTIN,TX,78721,30.26808576,-97.68451442,"(30.26808576, -97.68451442)"
BP,Building Permit,2017-003604 BP,Residential,Residential,New,No,1107 ESTES AVE,new 22 2 story secondary apt,LOT 13 BLK 7 GREEN VALLEY NO 2,11/7/16,2/8/17,WEDNESDAY,2017,2017,Permit Center,Final,10/30/17,10/30/17,10/30/17,1107 ESTES AVE,EAST AUSTIN,TX,78721,30.26808576,-97.68451442,"(30.26808576, -97.68451442)"
EP,Electrical Permit,2017-003603 EP,Residential,Single Family Houses,New,No,1107 ESTES AVE,new 325 2 story residence,LOT 13 BLK 7 GREEN VALLEY NO 2,11/7/16,4/3/17,MONDAY,2017,2017,Permit Center,Final,9/18/17,9/18/17,9/18/17,1107 ESTES AVE,EAST AUSTIN,TX,78721,30.26808576,-97.68451442,"(30.26808576, -97.68451442)"
MP,Mechanical Permit,2017-003603 MP,Residential,Single Family Houses,New,No,1107 ESTES AVE,new 325 2 story residence,LOT 13 BLK 7 GREEN VALLEY NO 2,11/7/16,5/24/17,WEDNESDAY,2017,2017,Permit Center,Final,10/31/17,10/31/17,10/31/17,1107 ESTES AVE,EAST AUSTIN,TX,78721,30.26808576,-97.68451442,"(30.26808576, -97.68451442)"
PP,Plumbing Permit,2017-003603 PP,Residential,Single Family Houses,New,No,1107 ESTES AVE,new 325 2 story residence,LOT 13 BLK 7 GREEN VALLEY NO 2,11/7/16,4/6/17,THURSDAY,2017,2017,Permit Center,Final,11/16/17,11/16/17,11/16/17,1107 ESTES AVE,EAST AUSTIN,TX,78721,30.26808576,-97.68451442,"(30.26808576, -97.68451442)"
EP,Electrical Permit,2017-003604 EP,Residential,Residential,New,No,1107 ESTES AVE,new 22 2 story secondary apt,LOT 13 BLK 7 GREEN VALLEY NO 2,11/7/16,4/3/17,MONDAY,2017,2017,Permit Center,Final,9/18/17,9/18/17,9/18/17,1107 ESTES AVE,EAST AUSTIN,TX,78721,30.26808576,-97.68451442,"(30.26808576, -97.68451442)"
MP,Mechanical Permit,2017-003604 MP,Residential,Residential,New,No,1107 ESTES AVE,new 22 2 story secondary apt,LOT 13 BLK 7 GREEN VALLEY NO 2,11/7/16,5/24/17,WEDNESDAY,2017,2017,Permit Center,Final,10/30/17,10/30/17,10/30/17,1107 ESTES AVE,EAST AUSTIN,TX,78721,30.26808576,-97.68451442,"(30.26808576, -97.68451442)"
PP,Plumbing Permit,2017-003604 PP,Residential,Residential,New,No,1107 ESTES AVE,new 22 2 story secondary apt,LOT 13 BLK 7 GREEN VALLEY NO 2,11/7/16,4/6/17,THURSDAY,2017,2017,Permit Center,Final,10/30/17,10/30/17,10/30/17,1107 ESTES AVE,EAST AUSTIN,TX,78721,30.26808576,-97.68451442,"(30.26808576, -97.68451442)"
BP,Building Permit,2017-003610 BP,Residential,Renovations/Remodel,Repair,No,4604 REYES ST,Repairstabilize foundation on existing structure  Changesincreases to the footprint of the structure are not permitted  Foundation must remain of the same type as the original ie pierandbeam cannot be switched to a slab or viceversa,LOT 3 BLK 2 CHERNOSKY NO 7,1/11/17,1/12/17,THURSDAY,2017,2017,Permit Center,Final,2/3/17,2/3/17,2/3/17,4604 REYES ST,EAST AUSTIN,TX,78721,30.27483194,-97.68901911,"(30.27483194, -97.68901911)"
BP,Building Permit,2017-003621 BP,Residential,Renovations/Remodel,Repair,No,4708 TANNEY ST,Repairstabilize foundation on existing structure  Changesincreases to the footprint of the structure are not permitted  Foundation must remain of the same type as the original ie pierandbeam cannot be switched to a slab or viceversa,LOT 13 BLK 5 PECAN VALLEY,1/11/17,1/24/17,TUESDAY,2017,2017,Permit Center,Final,6/1/17,6/1/17,6/1/17,4708 TANNEY ST,EAST AUSTIN,TX,78721,30.27233518,-97.68851396,"(30.27233518, -97.68851396)"
BP,Building Permit,2017-003632 BP,Residential,Renovations/Remodel,Repair,No,4511 ELWOOD RD,Replace windows size for size on existing singlefamily residence  No other changes authorized under this permit,LOT 2 BLK J DELWOOD SEC 2,1/11/17,1/18/17,WEDNESDAY,2017,2017,Permit Center,Final,3/13/17,3/13/17,3/13/17,4511 ELWOOD RD,EAST AUSTIN,TX,78722,30.30294008,-97.71269046,"(30.30294008, -97.71269046)"
EP,Electrical Permit,2017-003758 EP,Residential,Residential,Upgrade,No,4601 LESLIE AVE,service upgrade,LOT 1 BLK 3 CEDAR VALLEY,1/11/17,1/12/17,THURSDAY,2017,2017,Online,Final,1/19/17,1/19/17,1/19/17,4601 LESLIE AVE,EAST AUSTIN,TX,78721,30.28224954,-97.68475005,"(30.28224954, -97.68475005)"
BP,Building Permit,2017-003817 BP,Residential,Apartments,New,No,1302 E M FRANKLIN AVE,New construction of 2 story duplex  3 bedroom 25 bath 2 car garage each unit,030 AC OF OLT 22 DIVISION B,9/12/16,7/17/17,MONDAY,2017,2017,Permit Center,Final,10/25/19,10/25/19,10/25/19,1302 E M FRANKLIN AVE,EAST AUSTIN,TX,78721,30.27901519,-97.69502052,"(30.27901519, -97.69502052)"
EP,Electrical Permit,2017-003817 EP,Residential,Apartments,New,No,1302 E M FRANKLIN AVE,New construction of 2 story duplex  3 bedroom 25 bath 2 car garage each unit,030 AC OF OLT 22 DIVISION B,9/12/16,7/25/18,WEDNESDAY,2018,2018,Permit Center,Final,9/25/19,9/25/19,9/25/19,1302 E M FRANKLIN AVE,EAST AUSTIN,TX,78721,30.27901519,-97.69502052,"(30.27901519, -97.69502052)"
MP,Mechanical Permit,2017-003817 MP,Residential,Apartments,New,No,1302 E M FRANKLIN AVE,New construction of 2 story duplex  3 bedroom 25 bath 2 car garage each unit,030 AC OF OLT 22 DIVISION B,9/12/16,9/25/19,WEDNESDAY,2019,2019,Permit Center,Final,10/11/19,10/11/19,10/11/19,1302 E M FRANKLIN AVE,EAST AUSTIN,TX,78721,30.27901519,-97.69502052,"(30.27901519, -97.69502052)"
PP,Plumbing Permit,2017-003817 PP,Residential,Apartments,New,No,1302 E M FRANKLIN AVE,New construction of 2 story duplex  3 bedroom 25 bath 2 car garage each unit,030 AC OF OLT 22 DIVISION B,9/12/16,5/15/18,TUESDAY,2018,2018,Permit Center,Final,10/11/19,10/11/19,10/11/19,1302 E M FRANKLIN AVE,EAST AUSTIN,TX,78721,30.27901519,-97.69502052,"(30.27901519, -97.69502052)"
BP,Building Permit,2017-004002 BP,Residential,Renovations/Remodel,Addition and Remodel,No,3104 GOVALLE AVE,Partial demo addition remodel add expired Replace ext siding Replace ext windows doors Replace plmg fixtures  Rmdl bath and kitchen Open kitchen to living   refer to expired permit  PR 2008065016 BP2008065020 Add living garage and master suite add uncovered deck and covered patio,60 X 200 FT OLT 46 DIVISION A,12/2/16,1/13/17,FRIDAY,2017,2017,Permit Center,Final,5/31/19,5/31/19,5/31/19,3104 GOVALLE AVE,EAST AUSTIN,TX,78702,30.26652889,-97.70306437,"(30.26652889, -97.70306437)"
EP,Electrical Permit,2017-004002 EP,Residential,Renovations/Remodel,Addition and Remodel,No,3104 GOVALLE AVE,Partial demo addition remodel add expired Replace ext siding Replace ext windows doors Replace plmg fixtures  Rmdl bath and kitchen Open kitchen to living   refer to expired permit  PR 2008065016 BP2008065020 Add living garage and master suite add uncovered deck ande covered deck,60 X 200 FT OLT 46 DIVISION A,12/2/16,1/24/17,TUESDAY,2017,2017,Permit Center,Final,11/30/18,11/30/18,11/30/18,3104 GOVALLE AVE,EAST AUSTIN,TX,78702,30.26652889,-97.70306437,"(30.26652889, -97.70306437)"
